# Tabulka
"Zdroj","NetMonitor - SPIR - Gemius, 2020-01-01 - 2020-01-31"
"Report","Kategorie"
"Vytvořen","2021-04-14,20:56:42,CET"
"Období","2020-01-01 - 2020-01-31"
"Geolokace","Vše"
"Platforma","Dohromady"
"Metrika","Reální uživatelé"
"Název","Reální uživatelé","Zobrazení stránky","Návštěvy","Čas (sekundy)"
"Kategorie | Zpravodajství","-","762174687","302046479","49919680219"
"Kategorie | Zpravodajství | novinky.cz | rubrika Zpravodajstvi","5004224","165217011","90930661","14979525347"
"Kategorie | Zpravodajství | seznamzpravy.cz","4424745","96205524","59857226","8144233266"
"Kategorie | Zpravodajství | aktualne.cz | Zpravy","3605111","79712439","24361625","4174486158"
"Kategorie | Zpravodajství | idnes.cz | Zpravy","3519712","129266975","34373631","8284360989"
"Kategorie | Zpravodajství | denik.cz | Zpravodajství Deník","3229513","55163701","14422040","1341250011"
"Kategorie | Zpravodajství | blesk.cz | Blesk.cz  - Zprávy","2435958","86133757","13672415","2594396346"
"Kategorie | Zpravodajství | nova.cz | TN.CZ | tn_ZPRAVODAJSTVÍ","1947313","21780108","9812321","1284710425"
"Kategorie | Zpravodajství | reflex.cz","1922905","20908728","5800026","801810626"
"Kategorie | Zpravodajství | ceskatelevize.cz | CT 24","1809615","10222364","5995923","777787446"
"Kategorie | Zpravodajství | irozhlas.cz","1439725","8861088","4587591","593358511"
"Kategorie | Zpravodajství | lidovky.cz | Zpravodajství","1326170","20568756","7744244","1668135597"
"Kategorie | Zpravodajství | forum24.cz","1115168","9072518","4542922","683915514"
"Kategorie | Zpravodajství | info.cz","987675","4369224","2090157","180529492"
"Kategorie | Zpravodajství | parlamentnilisty.cz","939398","27285122","8068819","3143406758"
"Kategorie | Zpravodajství | ceskenoviny.cz","884548","2608972","1760743","112824890"
"Kategorie | Zpravodajství | ihned.cz | Zpravodajstvi","872401","3320374","2340855","202731427"
"Kategorie | Zpravodajství | nasregion.cz","786011","6081643","1775362","225575736"
"Kategorie | Zpravodajství | drbna.cz","630698","2924314","1786057","102889190"
"Kategorie | Zpravodajství | tydenikpolicie.cz","608182","1831448","1415185","57065284"
"Kategorie | Zpravodajství | respekt.cz","579283","1821003","1180611","93232427"
"Kategorie | Zpravodajství | ekolist.cz","568689","1105421","847197","40719547"
"Kategorie | Zpravodajství | ctidoma.cz","430202","963764","592953","52423413"
"Kategorie | Zpravodajství | hlidacipes.org","382624","928192","696271","42892509"
"Kategorie | Zpravodajství | prazskypatriot.cz","350081","633167","480571","20165827"
"Kategorie | Zpravodajství | tiscali.cz | Zpravodajství","340048","1557084","1060051","95640756"
"Kategorie | Zpravodajství | ac24.cz","317730","2148763","1043821","129075951"
"Kategorie | Zpravodajství | czin.eu","115700","225598","142118","8884974"
"Kategorie | Zpravodajství | tyden.cz | Tyden.cz | Tyden.cz - Zpravodajství","114094","507503","308525","28482525"
"Kategorie | Zpravodajství | blisty.cz","108012","676909","305449","53161818"
"Kategorie | Zpravodajství | pravo.cz","30039","47156","42044","928245"
"Kategorie | Zpravodajství | 5plus2.cz","4481","26060","9064","1079212"
"Kategorie | Zpravodajství | a2larm.cz","2","6","6","-"

# Graf
"Zdroj","NetMonitor - SPIR - Gemius, 2020-01-01 - 2020-01-31"
"Report","Kategorie"
"Vytvořen","2021-04-14,20:56:43,CET"
"Období","2020-01-01 - 2020-01-31"
"Geolokace","Vše"
"Platforma","Dohromady"
"Metrika","Reální uživatelé"
"ID segmentu","501087.1.501112.1"
"Název segmentu","Zpravodajství"
"Cesta k segmentu","Kategorie | Zpravodajství"
"Datum",""
"2020-01-01 Středa","-"
"2020-01-02 Čtvrtek","-"
"2020-01-03 Pátek","-"
"2020-01-04 Sobota","-"
"2020-01-05 Neděle","-"
"2020-01-06 Pondělí","-"
"2020-01-07 Úterý","-"
"2020-01-08 Středa","-"
"2020-01-09 Čtvrtek","-"
"2020-01-10 Pátek","-"
"2020-01-11 Sobota","-"
"2020-01-12 Neděle","-"
"2020-01-13 Pondělí","-"
"2020-01-14 Úterý","-"
"2020-01-15 Středa","-"
"2020-01-16 Čtvrtek","-"
"2020-01-17 Pátek","-"
"2020-01-18 Sobota","-"
"2020-01-19 Neděle","-"
"2020-01-20 Pondělí","-"
"2020-01-21 Úterý","-"
"2020-01-22 Středa","-"
"2020-01-23 Čtvrtek","-"
"2020-01-24 Pátek","-"
"2020-01-25 Sobota","-"
"2020-01-26 Neděle","-"
"2020-01-27 Pondělí","-"
"2020-01-28 Úterý","-"
"2020-01-29 Středa","-"
"2020-01-30 Čtvrtek","-"
"2020-01-31 Pátek","-"

